country,year,energy_type,production_gwh,installed_capacity_mw,investments_usd,population,gdp,energy_consumption,energy_exports,energy_imports,co2_emissions,renewable_energy_jobs,government_policies,r&d_expenditure,renewable_energy_targets,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,grid_integration_capability,electricity_prices,energy_subsidies,international_aid_for_renewables,public_awareness,energy_efficiency_programs,urbanization_rate,industrialization_rate,energy_market_liberalization,renewable_energy_patents,educational_level,technology_transfer_agreements,renewable_energy_education_programs,local_manufacturing_capacity,import_tariffs_on_energy_equipment,export_incentives_for_energy_equipment,natural_disasters,political_stability,corruption_perception_index,regulatory_quality,rule_of_law,control_of_corruption,economic_freedom_index,ease_of_doing_business,innovation_index,number_of_research_institutions,number_of_renewable_energy_conferences,number_of_renewable_energy_publications,energy_sector_workforce,proportion_of_energy_from_renewables,public-private_partnerships_in_energy,regional_renewable_energy_cooperation
Germany,2022,Biomass,3639.198578,10897.74662,1399573623,305996686,8.0905E+13,280783.7694,12943.43762,41514.65137,254640.8688,542398,0,175515297.3,1,-2.940840784,829.1779131,204.4162093,11.7535364,60.14832023,79.90590369,69.19433693,416.7196426,0.977713003,0.067886938,662931186.5,152340586.5,7.5902055,1,82.62144195,14.94435071,1,69,7.98665531,1,1,19.93059668,12.95595941,76.47766915,0,8.368789323,2.594952921,7.183434958,6.513754948,0.068092004,35.70232468,41.88742532,71.0401757,486,24,2402,48111,1.307888046,1,0
France,2021,Solar,15874.36879,37065.21953,9695986803,141868711,2.99202E+13,362843.4634,21913.43086,52043.30395,495040.017,49980,0,3004301657,1,2.242899358,182.0224962,117.8305769,11.70098767,77.90546725,80.8815133,55.43266508,414.7662309,0.792767987,0.201264934,336020933.7,163566485.1,4.120462451,0,32.6466233,80.49488001,0,466,5.109514939,0,1,30.87854345,80.73532079,65.72482403,0,5.142972375,6.720070878,8.227445293,5.380583041,0.53128462,92.10850168,85.87537449,46.49728535,850,2,3888,413711,91.1978442,1,0
Brazil,2012,Wind,49778.1638,15586.83865,1196236036,11950560,8.27477E+13,156485.6102,67770.20169,6608.348054,993987.8141,947071,0,8325133467,1,6.10254022,2976.198248,262.056683,3.584114152,94.32451677,90.80286867,2.113794544,760.0309378,0.39682239,0.068101706,389884079.2,43608938.62,7.618607603,1,32.3316773,81.50297644,1,237,1.725613456,0,1,77.60551718,83.04014217,87.76972259,0,4.523016864,5.114568317,8.116513814,8.216896377,8.133028157,69.23693249,70.21487022,92.35174199,906,21,6433,202414,17.03558106,0,1
France,2018,Hydro,25983.44224,35714.77882,2627041960,980235263,1.4614E+14,745572.783,30133.02101,8963.667534,891317.2293,352081,0,2419416252,1,14.43229146,1827.684154,262.5235843,13.96557936,84.6195457,62.4104885,73.52916934,94.47971734,0.000196231,0.40726021,548643675.1,101535754.6,7.928990532,1,23.32502421,4.619720322,1,885,0.737876551,1,1,87.54986821,3.133193143,53.99098602,0,9.338644748,2.389231116,3.417937943,7.663162497,2.644585355,80.81690061,22.11298519,53.6622475,622,57,94,377645,37.01939296,1,1
USA,2014,Wind,10964.76879,18139.55912,1066270663,1292204876,1.84675E+13,267626.7807,64471.76074,61961.86094,988439.4753,104091,1,8760259243,1,15.73414151,361.1325401,257.0263786,4.537370543,8.619588658,25.7037726,10.37456483,463.9979814,0.3695042,0.265601067,247514639.4,29689438.55,7.773055527,0,17.35387537,98.14867143,0,347,7.775606289,1,1,41.99433603,69.87495661,57.59666405,1,2.482483319,7.894954954,9.440887773,4.684877231,3.592013709,94.42839137,73.10057732,61.90781045,221,54,9303,81664,44.76564436,0,1
Russia,2009,Wind,39181.96382,12590.36658,4905855152,1469192168,1.5627E+14,57761.60173,39731.68492,19596.55911,433430.6478,363396,1,5080603219,1,29.25409452,1300.394141,151.8440255,8.209483319,16.86530983,59.46173885,74.7630886,722.3954552,0.249868028,0.465980153,155894511.6,855144388.3,2.75566398,0,17.38290794,6.842859403,0,394,2.724704873,0,0,37.9334971,77.63496343,26.4505028,1,2.468628659,3.889116304,1.442048511,4.675955844,9.1209781,63.83565804,34.07342113,5.523423861,559,13,2155,307868,91.51910599,0,1
France,2003,Biomass,99181.00136,14391.28585,1322930048,846176320,1.68318E+14,36329.8235,13960.78105,77046.05922,313250.7528,448306,0,2968195298,0,32.09421898,2151.005182,256.2241574,3.160002847,88.64797954,11.26547097,7.967033788,920.3662642,0.056664187,0.160670715,913126425.5,509596503.5,5.243766699,1,30.24596298,30.06556117,0,704,9.881179418,0,0,74.82908233,9.371103547,28.10839719,0,5.263430496,3.799463175,7.211662264,0.482313268,1.723893061,90.18850393,27.36039349,14.39963854,424,55,5844,379832,99.8327304,0,1
Australia,2011,Hydro,73276.90216,4324.06064,1638287454,284768221,1.29303E+14,972971.5008,64497.42487,58469.17276,867504.0121,312699,0,6450131747,0,13.08705405,2072.762436,206.5550855,10.13742673,11.45212834,65.2357109,96.04427889,636.2140684,0.341444383,0.071204512,979100677.4,92587643.06,3.157351546,1,47.63789552,82.49919447,0,412,1.545140853,1,1,80.69425004,77.07319742,55.57492909,1,2.264948102,1.970814399,9.376726336,4.132920577,4.489487286,31.971783,96.49692646,64.72883378,816,50,1501,556800,13.26473865,1,0
Australia,2014,Hydro,11187.96725,34968.16407,1187775824,440312197,7.9571E+13,347820.3327,68342.46573,46598.71756,754759.8665,690794,1,2789138032,1,-9.81932051,1697.661294,108.0954925,7.379262495,16.21819421,86.49562875,19.9613213,26.2703155,0.780997869,0.41835071,853301423.7,722011514.1,1.80578479,0,33.01282848,22.7581149,1,900,3.549516669,0,0,84.83815131,71.22272765,80.85596638,1,4.112587033,2.161340828,8.811126357,6.534318585,9.957369308,0.143436911,42.14055727,25.99151265,456,91,1942,374630,94.98960475,0,1
USA,2016,Hydro,71690.955,45631.25892,6479176301,643635950,6.84891E+12,564800.0754,55904.69216,79899.07189,310901.4298,450978,1,5102718043,1,35.47558042,2135.309386,135.1156748,6.027880206,38.33025841,89.07664567,22.9226997,960.6044678,0.138702079,0.18550481,698170207.9,276936959.6,7.893240774,1,56.69279896,74.57595018,1,819,6.172112554,1,0,8.278675509,2.346825009,45.99774723,0,3.211761116,5.329809633,9.336341532,3.527254202,1.88621984,91.89477514,5.9089455,10.36729467,177,55,2382,294639,27.35466138,1,0
India,2015,Wind,86555.55192,19311.89041,9208688756,1280046658,3.93269E+13,254296.0904,60371.75125,91750.2756,340001.6627,958575,1,5882827965,0,14.75503164,1695.622872,206.8838071,11.09121264,58.90252812,82.29869621,0.375547184,509.4451825,0.871658799,0.326665967,16463762.95,494971300.8,0.878158968,0,9.958011637,23.74512723,0,135,5.339250821,0,1,37.47786134,38.46657439,98.75937956,1,9.954423828,6.399880138,6.256293199,0.437364314,8.238633012,85.60344698,85.8840317,95.2415857,0,85,5479,110038,10.24093768,1,0
France,2004,Hydro,80487.30194,33914.56971,9160522707,311500435,8.35817E+13,268929.877,20612.26956,33487.34396,28332.65576,991790,0,3312544436,0,-9.725976005,1411.557623,288.6457991,1.796938045,34.51188493,39.00001937,67.51067885,195.0970547,0.387184696,0.310688084,722341914.8,490353632.8,2.199411272,0,50.94995063,44.34368366,1,928,0.944120687,0,1,15.54259773,95.60361678,15.52457104,1,0.58482158,0.73779636,9.033264078,5.204999494,1.255861922,32.56563659,21.94852746,45.44374618,611,40,5074,168081,42.24137911,0,0
Australia,2020,Biomass,64826.37821,46372.79941,413571722.8,1385620520,1.7597E+14,130053.6332,1321.454431,57173.51782,978615.5018,742292,1,3396095480,0,8.442044596,2443.990417,166.9421434,0.969724572,29.30203286,18.19215974,92.19139116,421.4589447,0.28853631,0.468414513,200858390.7,207487723.7,8.766269538,0,54.67460106,7.88250737,0,174,4.709391239,1,0,71.17172565,51.32529013,18.56213558,1,6.55470275,6.232964767,9.915717937,4.398327225,7.772379181,34.75196467,3.421818437,89.98593454,55,63,1300,270023,5.064571696,1,1
China,2007,Biomass,63615.01976,6212.681246,5418016851,692277040,1.96724E+14,139758.7574,90131.43324,32840.76648,422558.2146,834135,1,7306588278,1,-8.987965694,2890.632177,247.6897364,2.920159848,4.575296377,35.56584281,28.79060899,757.6324729,0.690367965,0.050983091,4882404.972,744878616,6.059630754,1,25.59604975,3.036567052,1,676,5.017895956,0,1,67.9019934,45.27795759,29.80618992,1,1.558761441,4.815641601,8.074231451,6.032885534,1.52925012,53.25889682,10.04048506,35.84374613,783,59,7047,391001,82.31363254,1,1
France,2022,Geothermal,99171.15372,16288.04176,5602457175,1143305886,7.35025E+13,205209.3876,90858.40801,94133.26169,736994.0864,735536,1,5878470926,1,-2.020139708,1916.719383,269.9345978,11.59508301,84.26516658,22.38833482,47.84718257,37.7766444,0.672682023,0.144797363,338528508.1,983352432.1,8.528168798,1,12.08088557,57.41296049,1,670,5.729375822,0,1,34.14109236,59.42427028,70.66821441,1,6.95135113,3.550455351,9.060748055,7.343849227,6.959813148,10.54522467,37.3014198,98.82968149,516,52,2691,20471,80.02572623,0,1
Germany,2009,Hydro,92906.9786,41626.23335,3400169256,1368116962,8.4889E+13,840740.1419,94688.97107,21272.52796,737838.7304,673544,0,8651024586,1,2.542406832,2654.434928,221.2633415,1.816120226,49.54865286,64.43422773,17.46543052,487.7400897,0.011550948,0.497465276,858340638.6,70905054.19,4.277119112,1,41.15316088,71.18755648,0,830,3.564996644,0,0,62.36906681,12.98572094,87.71096431,0,1.594202672,7.691322081,7.095310255,3.360721494,9.459308963,77.40867084,81.70194289,67.12644369,684,42,8206,37565,40.31924619,1,0
India,2013,Hydro,5966.455418,5377.633338,1191721855,577736923,1.84836E+14,336166.3224,99652.6511,36802.78068,270049.5048,313190,0,8852917499,1,2.639816898,2871.204322,156.4936696,12.87359731,27.53865495,21.28843813,20.4958283,356.7966952,0.510041582,0.155942229,446960261.6,508428816.5,6.388654846,1,67.62152735,14.45410124,1,40,7.959118526,0,0,44.0847661,86.91363047,30.26239071,1,0.770535166,8.177805669,6.157074175,1.77104777,7.766145374,77.62303418,87.82265851,2.98882062,24,15,933,50240,68.50689545,0,0
Russia,2012,Biomass,1789.222324,22375.50502,3756252043,1117734468,8.18677E+13,378391.4143,94322.16801,24006.29889,718195.1362,705459,0,882971023.4,0,31.34443224,2231.331526,133.6094163,7.848683363,1.713765159,3.915244268,23.44238863,524.644525,0.503290844,0.399871415,544148455.5,200089969.7,7.986856918,0,85.39825595,45.01040696,1,903,9.870142252,1,0,52.68297892,23.23667632,57.51866553,1,5.180933274,0.800215213,9.283502541,0.178653466,9.614540962,72.31250545,19.2826972,71.64288264,323,76,5605,289677,5.995696857,0,1
Germany,2009,Wind,83761.87845,1229.637304,365455333,243157026,7.16455E+13,685141.8077,53110.8207,52593.75123,511305.3695,836389,1,2973750581,1,22.15616561,2115.955899,171.8183641,4.236263042,46.49024234,29.37830201,54.51315504,546.0386541,0.997583023,0.173472943,593532945,499960961.3,4.49795326,1,41.62654719,79.6859946,1,130,7.836547175,1,1,75.17119622,99.92965721,80.95548924,0,1.765959292,0.710632145,6.290371364,3.14314817,6.018566212,7.761400297,96.41967032,95.80373663,916,88,2783,48740,87.52454297,0,1
Brazil,2001,Wind,56404.93003,19590.35743,6949496693,388558675,9.53915E+12,669759.05,81420.97208,36201.78164,538398.6662,185446,0,1788963316,0,8.9278452,2993.392865,258.1643595,7.772396378,74.18014028,54.05591845,45.07276792,113.7704877,0.92903649,0.059596093,491602047.2,769002517.6,7.704316081,0,71.77187971,12.74257132,1,991,4.14123836,0,0,13.53608049,27.93066388,19.31453015,0,2.95683262,3.192128197,8.756937823,5.840068972,9.83172614,36.77241124,58.4661754,19.62919516,560,67,8216,959079,35.00185863,1,0
India,2017,Hydro,55128.58767,45709.32954,2920578934,815669253,1.1607E+14,485639.4091,97410.35925,92756.90965,19266.65484,511557,0,3137837804,1,4.13974046,436.7857873,180.8626868,9.588822174,38.51240456,55.40819452,1.524097095,825.2792986,0.411048707,0.314250731,269389303.2,156603493.2,7.670395854,0,80.40490073,66.90612801,1,349,0.639276891,1,1,47.62418083,69.82236786,27.09123084,0,5.998168306,7.023255019,7.399046759,1.346892274,4.618699183,96.00831379,29.89537414,68.56715837,601,82,5945,634183,90.79492733,0,1
India,2008,Solar,86177.44392,34735.34403,3874827344,1283302318,8.77586E+13,448254.1167,25472.08364,79224.69024,564623.8956,565655,0,8369998455,1,33.38053832,693.8538598,268.787191,7.273588295,99.21987667,9.708265874,6.334502924,101.7906304,0.976732427,0.106878351,651486778.1,383923716,5.926454957,1,2.934189407,85.99364045,0,806,2.212065957,1,0,32.95941231,42.59758402,87.12883556,0,9.488892623,6.763158531,2.24062311,7.007762774,2.942577658,81.67140307,58.02574996,59.16355202,559,66,2823,300524,13.60861417,0,1
Canada,2014,Biomass,6453.090665,16913.69224,7292534733,193006091,1.78694E+14,699292.6607,25856.8861,81679.3559,870283.0989,939417,0,4206539516,0,6.717122576,2495.266423,181.1636233,0.96097274,71.75988869,36.66906243,5.333000489,972.2851274,0.537703637,0.153858122,502274565.6,985092148.8,4.192312722,0,17.00300276,77.8929245,0,261,0.069514126,0,1,47.88891916,86.49479731,37.72583479,1,9.579764622,5.491318905,4.050310976,2.286334453,7.747577623,86.87941097,43.70618402,67.8043895,572,6,7480,46795,41.30985225,1,0
Russia,2018,Geothermal,49227.71418,22628.28495,6759448263,342819247,1.63245E+14,425957.0924,33286.00092,24952.07742,546289.0107,229468,1,3538737826,1,3.064202958,2502.943478,211.2183186,3.525993129,44.74097794,21.25236833,73.35963028,23.83649896,0.769348841,0.421710648,903902031.8,788020406.9,7.964951409,1,68.26335571,48.90131312,1,383,2.163179866,1,0,69.85778646,16.21365833,76.67091273,0,9.846594855,0.381046563,3.512606682,2.441641786,5.093902991,21.13454031,29.18549749,17.96000977,687,11,18,909669,67.11832259,1,1
Russia,2021,Biomass,65570.88821,18841.21388,9373341207,397955173,7.64036E+13,933084.3844,29461.92814,82144.65961,708720.8538,663103,1,3427897524,1,8.106566909,1066.377666,118.8521599,12.20611266,50.45982888,28.33388019,41.99809048,953.7944592,0.622674818,0.062910571,632332093.1,273915706.1,0.713858544,0,94.55723135,76.77866444,1,924,4.003771543,0,1,62.42872292,53.21518081,97.98426343,1,6.785629647,6.709996777,8.862327851,7.533004907,2.016735693,62.13715214,47.23686477,92.50358095,842,30,8236,943706,56.84856369,1,0
China,2001,Wind,20257.89844,25029.88875,3698334280,757105006,9.89944E+13,117603.425,33435.39632,67617.43495,407025.309,635109,0,3445761395,0,32.7956921,1551.658857,246.6947077,4.714363761,81.66154076,60.23639986,65.64976495,961.9883242,0.445381712,0.211874711,171675987.3,810448702,6.829868122,1,75.43917892,17.06214105,1,597,2.375699257,1,0,22.03589749,18.28032181,1.263074444,0,6.433970981,2.556461525,9.869046323,8.207235987,7.407483647,29.28661095,74.55258661,66.71837363,477,33,7225,358073,0.193509624,1,1
Canada,2002,Geothermal,96663.09315,28077.80322,494425759.4,21900328,1.1791E+14,143007.3594,39288.27013,11362.93568,518965.6068,826255,0,4967004248,1,32.39496196,1718.096096,241.3471014,1.327302308,47.42570244,97.89181303,30.82950267,259.4181535,0.625803657,0.161396347,540913764.5,417352866.4,5.437965704,0,75.59352365,24.47402193,1,878,2.107289081,0,0,34.01801924,33.76439939,88.35774517,1,8.077120415,3.352709854,4.237964454,3.420855581,5.063716344,11.25941602,40.64562683,41.03313624,972,97,1655,14034,77.50218079,1,1
France,2023,Geothermal,72358.09527,18049.02409,7751321376,350404495,6.22904E+11,616900.1787,64122.29922,63675.20279,462873.8013,602539,1,7603314988,0,-7.707311387,626.9017135,112.9112851,14.39104795,89.2981874,36.5105631,82.57606795,178.4929414,0.494704018,0.116402953,244468887.8,514219504.6,1.054029979,0,18.31883416,3.30438822,0,832,2.288893836,0,0,46.93617092,4.544777524,15.07001726,0,3.032565086,0.427593079,0.525646211,1.612918105,6.054022514,21.84119527,51.66229305,34.85780696,549,78,707,749892,73.65574958,1,1
India,2012,Wind,25423.05409,46536.88902,2005033694,1014131977,1.91261E+14,389885.0629,30164.66492,49985.04315,355591.8404,42127,0,8272358356,1,1.696542337,1158.565088,227.0853532,5.773593747,14.12182572,41.67068698,48.8841016,638.0744275,0.191724544,0.175020534,507428720.8,814584102.8,2.67829964,1,13.08425808,54.27894441,1,742,0.129433309,0,0,1.749533443,41.09174119,64.07076646,1,5.143610521,9.629692541,3.15738613,9.780567698,0.496730319,35.99082622,13.81949127,39.37357406,441,88,213,313370,78.44278329,0,0
Canada,2001,Geothermal,51201.05681,882.9663127,7204146023,1300976836,3.98643E+13,99466.53123,61138.45104,28658.75954,624846.6037,625790,1,7208463837,1,18.37320039,2089.74498,129.5075645,12.60857796,67.62951639,3.73783096,61.37162213,527.2894861,0.038769028,0.313688132,562292167.8,908289577.6,4.262972546,0,68.7564588,7.0981136,0,161,3.259164888,0,0,86.28832402,11.56646637,46.39444114,0,2.482546517,6.415233352,0.637435475,5.590269211,0.089836455,77.51132307,77.6784777,63.16528767,189,87,3420,708019,73.85808163,1,1
India,2001,Biomass,19781.79868,43246.77955,3276653341,21493495,1.47563E+13,287668.829,76584.61203,84545.15231,104238.2625,138014,1,5232972417,1,32.59232704,2988.393527,270.7940661,0.474456331,32.81255066,40.41391499,60.07208409,333.3277206,0.454698562,0.177280408,404687474.5,975897525.4,0.029580878,0,5.78066991,58.87605703,1,295,4.337214529,1,1,6.821369647,62.65350678,21.53231435,0,8.762670371,8.516834397,8.983906702,8.27997276,7.496318888,99.79361616,10.1610936,79.19210939,932,2,3451,984133,49.60216968,1,0
Brazil,2006,Geothermal,93695.63906,48813.41957,4512530779,1047607305,1.31054E+14,482295.7749,33049.07293,65772.71137,565741.5438,407162,1,6078619988,1,33.1087914,1072.769568,251.1214328,2.100991891,43.64808421,16.77285229,9.016718791,606.422296,0.246950589,0.392071807,682272821,255177518.4,1.293736732,1,27.69709281,82.56971422,1,237,3.543586238,1,1,94.54379871,15.59974456,49.95970425,0,4.136557951,1.518277547,1.461039741,2.139089769,8.611446809,35.22313537,4.544616156,35.44854649,841,29,8529,287558,5.199643695,1,1
Russia,2018,Geothermal,44800.79343,6223.278307,8207235171,1268070421,4.58672E+13,918905.6573,41613.10643,7198.873192,808379.951,874544,0,3247241438,0,24.07440656,1239.127388,199.0869842,0.842683924,53.15140542,3.25375487,59.21880217,340.6018616,0.144718011,0.230576184,177172733.4,851504437.9,0.029795563,0,96.34389598,38.73581323,1,536,0.81728169,1,0,73.39473924,36.42708356,13.44975478,1,8.876651506,2.56757734,4.045997648,4.666868806,8.311278617,21.39302666,14.02700825,27.01370615,284,39,6744,677289,59.38789511,0,0
Brazil,2023,Hydro,90384.32863,31847.37115,1682133513,1030303945,1.35893E+14,759581.9693,55846.11813,52750.61312,346001.9614,349738,0,2535642507,1,-1.609211369,658.0390855,119.9459366,13.57711392,0.673819529,67.14340217,77.84970351,521.145665,0.10185944,0.33694406,126334102.6,951388655.9,8.346611511,1,41.20789028,54.41614638,1,840,6.278801533,0,0,14.64921063,79.60336508,2.679172005,1,2.243918531,1.395297312,1.258838053,7.362389879,4.710272381,50.20773876,93.54298153,62.97750945,160,28,8565,416036,51.62191605,1,1
Canada,2018,Hydro,98141.44098,34543.01183,2525496222,303202701,1.62956E+13,155673.3968,37635.97245,55949.55869,720769.6153,391958,1,4902626712,0,34.21094254,2838.31521,112.9389425,10.8066512,30.80144164,97.76621872,82.52802278,1.047365664,0.476896002,0.157045949,27046983.29,712392237,6.514922803,1,61.19825745,65.57073481,1,870,6.5997797,1,0,74.19095924,31.37455089,87.6064723,0,2.068380028,6.908751912,3.651392196,1.851789504,8.500661337,92.12990018,50.06132161,63.18564356,612,73,9120,756742,72.12894908,1,1
Germany,2003,Hydro,48707.46612,31814.44537,2208248586,534644098,1.48683E+14,784278.7443,4572.436511,5377.254424,918144.2216,162155,1,5595426526,1,-9.010554133,1372.532706,290.3240446,12.54821761,91.63056793,4.004421014,43.03612715,735.0613416,0.444033715,0.205707472,982436723.8,342051331.6,4.241171681,1,0.763357228,40.20409146,1,848,5.940444845,0,1,93.91705097,93.50494516,14.89710741,0,8.041130423,8.994489035,1.823373227,9.926280297,8.490355362,92.70608348,11.46301008,1.19197637,352,90,8143,21526,92.40515873,0,0
Russia,2018,Solar,41942.55382,18067.84905,9043695635,18863432,1.32602E+14,804430.031,52089.69379,74409.80735,675045.0852,558120,1,4786743617,0,13.38213239,1303.519917,122.613893,3.144718807,66.13198684,55.27608479,70.10567144,971.5936148,0.71998794,0.327543518,962272556.5,817196149,5.070118472,1,55.53669347,93.6441016,0,931,1.864586824,0,0,45.09023682,73.59950012,57.10930751,0,7.23296642,0.936488882,6.316840724,2.442312415,0.354870225,61.46366868,28.64184189,65.51378504,843,51,2782,927561,58.59064016,0,1
